species.code,genus.species,Kingdom,Phylum,Class,Order,Family,Genus,Species,trophic.group,resolution,size,vertical.stratum,feeding.reference.supplemental.table.2,link.type
S0690,Phlegra_fasciata,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Phlegra,fasciata,predator,species,6.4,g,100; 101; 102,5.1
S0691,Salticus_scenicus,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticus,scenicus,predator,species,5.5,h,100; 101; 102,5.1
S0692,Synageles_venator,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Synageles,venator,predator,species,3.5,g,100; 101; 102,5.1
S0693,Talavera_aequipes,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Talavera,aequipes,predator,species,2.5,g,100; 101; 102,5.1
S0694,Pachygnatha_clercki,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Pachygnatha,clercki,predator,species,5.25,g,97; 99; 100; 101; 102,2; 5.1
S0695,Pachygnatha_degeeri,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Pachygnatha,degeeri,predator,species,3.55,g,97; 99; 100; 101; 102,2; 5.1
S0696,Tetragnatha_extensa,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha,extensa,predator,species,9.5,i,97; 99; 100; 101; 102,2; 5.1
S0697,Tetragnatha_pinicola,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha,pinicola,predator,species,5.5,h,97; 99; 100; 101; 102,2; 5.1
S0698,Cryptachaea_riparia,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Cryptachaea,riparia,predator,species,3.5,i,100; 101; 102,4
S0699,Dipoena_melanogaster,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Dipoena,melanogaster,predator,species,3,h,100; 101; 102,4
S0700,Enoplognatha_ovata,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Enoplognatha,ovata,predator,species,6,i,100; 101; 102,4
S0701,Enoplognatha_thoracica,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Enoplognatha,thoracica,predator,species,3.75,g,100; 101; 102,4
S0702,Robertus_arundineti,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Robertus,arundineti,predator,species,2.25,i,100; 101; 102,4
S0703,Robertus_lividus,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Robertus,lividus,predator,species,4,i,100; 101; 102,4
S0704,Robertus_neglectus,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Robertus,neglectus,predator,species,2.25,i,100; 101; 102,4
S0705,Phylloneta_impressa,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,impressum,predator,species,4,i,100; 101; 102,4
S0706,Neottiura_bimaculata,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,TheridionNeottiura,bimaculatum,predator,species,2.5,h,100; 101; 102,4
S0707,Misumenops_tricuspidatus,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Misumenops/Ebrechtella,tricuspidatustricuspidata,predator,species,2.5,h,100; 101; 102,5.1
S0708,Ozyptila_claveata,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Ozyptila,claveata,predator,species,3,g,100; 101; 102,5.1
S0709,Ozyptila_simplex,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Ozyptila,simplex,predator,species,3.5,g,100; 101; 102,5.1
S0710,Xysticus_acerbus,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,acerbus,predator,species,6,g,100; 101; 102,4; 5.1
S0711,Xysticus_cristatus,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,cristatus,predator,species,5.75,i,100; 101; 102,4; 5.1
S0712,Xysticus_kochi,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,kochi,predator,species,5.75,i,100; 101; 102,4; 5.1
S0713,Xysticus_ulmi,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,ulmi,predator,species,5,h,100; 101; 102,4; 5.1
S0714,Zora_spinimana,Animalia,Arthropoda,Arachnida,Araneae,Zoridae,Zora,spinimana,predator,species,5.25,i,100; 101; 102,5.1
